Year,5-Year_MA,Month,Temperature_Values,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Avg_Seasonal_Temp
2005,1.4146309342274732,Mar,1.7085824094212054,0,1,0,0,1.7085824094212054
2006,1.4984234669657555,Mar,1.7523807585472868,0,1,0,0,1.7523807585472868
2007,1.56708679240407,Mar,1.6593092666543634,0,1,0,0,1.6593092666543634
2008,1.6252760512500992,Mar,1.7414311712657664,0,1,0,0,1.7414311712657664
2009,1.6811377397422873,Mar,1.6866832348581644,0,1,0,0,1.6866832348581644
2010,1.7090685839883812,Mar,1.7852295203918482,0,1,0,0,1.7852295203918482
2011,1.720706435757587,Mar,1.7961791076733686,0,1,0,0,1.7961791076733686
2012,1.7276891468191107,Mar,1.7195319967027256,0,1,0,0,1.7195319967027256
2013,1.760275131772887,Mar,1.6757336475766438,0,1,0,0,1.6757336475766438
2014,1.7882059760189812,Mar,1.8126034885956495,0,1,0,0,1.8126034885956495
2015,1.8301022423881224,Mar,1.8345026631586903,0,1,0,0,1.8345026631586903
2016,1.9220412713648485,Mar,2.2177382180119056,0,1,0,0,2.2177382180119056
2017,2.0465662852953512,Mar,2.546225836457519,0,1,0,0,2.546225836457519
2018,2.1745826547566156,Mar,2.661196502913484,0,1,0,0,2.661196502913484
2019,2.318892016694768,Mar,2.874713454903132,0,1,0,0,2.874713454903132
2020,2.456218667571397,Mar,2.995158914999857,0,1,0,0,2.995158914999857
2021,2.5283733485404736,Mar,2.743318407524887,0,1,0,0,2.743318407524887
2022,2.5656144742019324,Mar,2.6721460901950036,0,1,0,0,2.6721460901950036
2023,2.6203123775172,Mar,2.8637638676216115,0,1,0,0,2.8637638676216115
2024,2.6831567770709115,Mar,2.984209327718337,0,1,0,0,2.984209327718337
1880,-0.6406136882142807,Apr,-0.618204887901889,0,1,0,0,-0.618204887901889
1881,-0.5824244293682513,Apr,-0.34446520586387785,0,1,0,0,-0.34446520586387785
1882,-0.556562536547794,Apr,-0.435711766543215,0,1,0,0,-0.435711766543215
1883,-0.5521175237192778,Apr,-0.4950220309847839,0,1,0,0,-0.4950220309847839
1884,-0.5663254010875166,Apr,-0.6510536497464502,0,1,0,0,-0.6510536497464502
1885,-0.5814546083874843,Apr,-0.7879234907654559,0,1,0,0,-0.7879234907654559
1886,-0.6454627931181164,Apr,-0.9576420936290226,0,1,0,0,-0.9576420936290226
1887,-0.7424448911948319,Apr,-1.0561883791627067,0,1,0,0,-1.0561883791627067
1888,-0.8326382424061773,Apr,-1.067137966444227,0,1,0,0,-1.067137966444227
1889,-0.8850085753676036,Apr,-0.7933982844062161,0,1,0,0,-0.7933982844062161
1890,-0.921085915852142,Apr,-0.7277007607170934,0,1,0,0,-0.7277007607170934
1891,-0.921085915852142,Apr,-0.7277007607170934,0,1,0,0,-0.7277007607170934
1892,-0.8815172198368421,Apr,-0.7222259670763332,0,1,0,0,-0.7222259670763332
1893,-0.8582415162984303,Apr,-0.7605495225616549,0,1,0,0,-0.7605495225616549
1894,-0.8791896494830008,Apr,-1.0561883791627067,0,1,0,0,-1.0561883791627067
1895,-0.8826810050137625,Apr,-1.0123900300366249,0,1,0,0,-1.0123900300366249
1896,-0.8838447901906831,Apr,-1.0288144109589057,0,1,0,0,-1.0288144109589057
1897,-0.8768620791291596,Apr,-0.8590958080953388,0,1,0,0,-0.8590958080953388
1898,-0.8489312348830655,Apr,-0.8755201890176193,0,1,0,0,-0.8755201890176193
1899,-0.7825954797985921,Apr,-0.738650347998614,0,1,0,0,-0.738650347998614
1900,-0.7150959395371982,Apr,-0.6729528243094911,0,1,0,0,-0.6729528243094911
1901,-0.6650531769296131,Apr,-0.5196586023682049,0,1,0,0,-0.5196586023682049
1902,-0.6534153251604071,Apr,-0.6565284433872105,0,1,0,0,-0.6565284433872105
1903,-0.6580704658680895,Apr,-0.716751173435573,0,1,0,0,-0.716751173435573
1904,-0.712768369183357,Apr,-0.8864697762991399,0,1,0,0,-0.8864697762991399
1905,-0.8047073981600833,Apr,-1.0178648236773853,0,1,0,0,-1.0178648236773853
1906,-0.8989739974906509,Apr,-1.0288144109589057,0,1,0,0,-1.0288144109589057
1907,-0.985094100582774,Apr,-1.0726127600849873,0,1,0,0,-1.0726127600849873
1908,-1.0653952777902944,Apr,-1.089037141007268,0,1,0,0,-1.089037141007268
1909,-1.1119466848671178,Apr,-1.13831028377411,0,1,0,0,-1.13831028377411
1910,-1.1573343067670208,Apr,-1.187583426540952,0,1,0,0,-1.187583426540952
1911,-1.221342491497653,Apr,-1.4558483149382027,0,1,0,0,-1.4558483149382027
1912,-1.271385254105238,Apr,-1.357302029404519,0,1,0,0,-1.357302029404519
1913,-1.3062988094128556,Apr,-1.3299280612007178,0,1,0,0,-1.3299280612007178
1914,-1.3016436687051733,Apr,-1.1656842519779111,0,1,0,0,-1.1656842519779111
1915,-1.243454409859144,Apr,-0.8974193635806603,0,1,0,0,-0.8974193635806603
1916,-1.1515153808824177,Apr,-0.7714991098431752,0,1,0,0,-0.7714991098431752
1917,-1.072377988851818,Apr,-0.9740664745513034,0,1,0,0,-0.9740664745513034
1918,-0.9967319523519798,Apr,-1.0014404427551045,0,1,0,0,-1.0014404427551045
1919,-0.9734562488135682,Apr,-0.9083689508621806,0,1,0,0,-0.9083689508621806
1920,-0.999059522705821,Apr,-1.0780875537257475,0,1,0,0,-1.0780875537257475
1921,-1.0118611596519476,Apr,-1.0726127600849873,0,1,0,0,-1.0726127600849873
1922,-0.9944043819981386,Apr,-0.8974193635806602,0,1,0,0,-0.8974193635806602
1923,-0.979275174698171,Apr,-0.8755201890176193,0,1,0,0,-0.8755201890176193
1924,-0.9490167600982358,Apr,-0.9685916809105432,0,1,0,0,-0.9685916809105432
1925,-0.8966464271368095,Apr,-0.9740664745513034,0,1,0,0,-0.9740664745513034
1926,-0.855913945944589,Apr,-0.8809949826583797,0,1,0,0,-0.8809949826583797
1927,-0.8268193165215746,Apr,-0.9247933317844614,0,1,0,0,-0.9247933317844614
1928,-0.7930695463908775,Apr,-0.8536210144545784,0,1,0,0,-0.8536210144545784
1929,-0.7709576280293863,Apr,-0.913843744502941,0,1,0,0,-0.913843744502941
1930,-0.7488457096678952,Apr,-0.9083689508621808,0,1,0,0,-0.9083689508621808
1931,-0.7348802875448481,Apr,-0.963116887269783,0,1,0,0,-0.963116887269783
1932,-0.7220786505987217,Apr,-0.8262470462507774,0,1,0,0,-0.8262470462507774
1933,-0.726733791306404,Apr,-0.8043478716877365,0,1,0,0,-0.8043478716877365
1934,-0.692984021175707,Apr,-0.7441251416393742,0,1,0,0,-0.7441251416393742
1935,-0.6708721028142159,Apr,-0.8098226653284969,0,1,0,0,-0.8098226653284969
1936,-0.6557428955142481,Apr,-0.7933982844062161,0,1,0,0,-0.7933982844062161
1937,-0.6324671919758366,Apr,-0.8481462208138183,0,1,0,0,-0.8481462208138183
1938,-0.5672952220682838,Apr,-0.6784276179502514,0,1,0,0,-0.6784276179502514
1939,-0.5184162446376193,Apr,-0.568931745135047,0,1,0,0,-0.568931745135047
1940,-0.42764100083781353,Apr,-0.273292888533995,0,1,0,0,-0.273292888533995
1941,-0.2926419203150256,Apr,-0.07620031746662702,0,1,0,0,-0.07620031746662702
1942,-0.16229798049992003,Apr,0.060669523552378514,0,1,0,0,0.060669523552378514
1943,-0.05406595904630558,Apr,0.08256869811541938,0,1,0,0,0.08256869811541938
1944,0.0681314845303559,Apr,0.24133771369746582,0,1,0,0,0.24133771369746582
1945,0.14959644691479687,Apr,0.2522873009789863,0,1,0,0,0.2522873009789863
1946,0.16356186903784395,Apr,0.19753936457138416,0,1,0,0,0.19753936457138416
1947,0.15657915797632038,Apr,0.1811149836491034,0,1,0,0,0.1811149836491034
1948,0.1158466767840999,Apr,0.055194729911618286,0,1,0,0,0.055194729911618286
1949,0.013433581215088374,Apr,-0.10904907931118835,0,1,0,0,-0.10904907931118835
1950,-0.11574657342309662,Apr,-0.3280408249415972,0,1,0,0,-0.3280408249415972
1951,-0.21583209863826694,Apr,-0.43753669775680165,0,1,0,0,-0.43753669775680165
1952,-0.3007884165534697,Apr,-0.4539610786790823,0,1,0,0,-0.4539610786790823
1953,-0.3403571125687696,Apr,-0.2842424758155155,0,1,0,0,-0.2842424758155155
1954,-0.3461760384533725,Apr,-0.30066685673779614,0,1,0,0,-0.30066685673779614
1955,-0.3182451942072785,Apr,-0.30614165037855634,0,1,0,0,-0.30614165037855634
1956,-0.30427977208423146,Apr,-0.3827887613491995,0,1,0,0,-0.3827887613491995
1957,-0.29031434996118444,Apr,-0.39921314227148014,0,1,0,0,-0.39921314227148014
1958,-0.3007884165534697,Apr,-0.4977594278051641,0,1,0,0,-0.4977594278051641
1959,-0.29031434996118444,Apr,-0.3335156185823574,0,1,0,0,-0.3335156185823574
1960,-0.2705300019535345,Apr,-0.29519206309703594,0,1,0,0,-0.29519206309703594
1961,-0.20768560239982287,Apr,-0.07072552382586679,0,1,0,0,-0.07072552382586679
1962,-0.15182391390763478,Apr,-0.04335155562206569,0,1,0,0,-0.04335155562206569
1963,-0.09479844023852607,Apr,-0.08714990474814746,0,1,0,0,-0.08714990474814746
1964,-0.08316058846932023,Apr,-0.3499399995046381,0,1,0,0,-0.3499399995046381
1965,-0.0936346550616055,Apr,-0.371839174067679,0,1,0,0,-0.371839174067679
1966,-0.14716877319995242,Apr,-0.5141838087274447,0,1,0,0,-0.5141838087274447
1967,-0.2041942468690611,Apr,-0.568931745135047,0,1,0,0,-0.568931745135047
1968,-0.2751851426612168,Apr,-0.5634569514942867,0,1,0,0,-0.5634569514942867
1969,-0.2903143499611844,Apr,-0.29519206309703583,0,1,0,0,-0.29519206309703583
1970,-0.27984028336889916,Apr,-0.16379701571879055,0,1,0,0,-0.16379701571879055
1971,-0.25772836500740803,Apr,-0.1309482538742292,0,1,0,0,-0.1309482538742292
1972,-0.22630616523055225,Apr,-0.1035742856704281,0,1,0,0,-0.1035742856704281
1973,-0.15182391390763478,Apr,0.07709390447465919,0,1,0,0,0.07709390447465919
1974,-0.12040171413077895,Apr,-0.07620031746662702,0,1,0,0,-0.07620031746662702
1975,-0.10992764753849368,Apr,-0.08167511110738723,0,1,0,0,-0.08167511110738723
1976,-0.09945358094620842,Apr,-0.08167511110738723,0,1,0,0,-0.08167511110738723
1977,-0.07268652187703496,Apr,0.060669523552378514,0,1,0,0,0.060669523552378514
1978,-0.0843243736462408,Apr,0.005921587144776325,0,1,0,0,0.005921587144776325
1979,-0.05522974422322616,Apr,0.1482662218045421,0,1,0,0,0.1482662218045421
1980,0.00994222568432664,Apr,0.2906108564643078,0,1,0,0,0.2906108564643078
1981,0.1263207433763852,Apr,0.5041278084539564,0,1,0,0,0.5041278084539564
1982,0.21825977235311145,Apr,0.4439050784055941,0,1,0,0,0.4439050784055941
1983,0.348603712168217,Apr,0.49865301481319624,0,1,0,0,0.49865301481319624
1984,0.4521805929141492,Apr,0.4493798720463543,0,1,0,0,0.4493798720463543
1985,0.5080422814063373,Apr,0.35083358651267027,0,1,0,0,0.35083358651267027
1986,0.49873199999097256,Apr,0.296085650105068,0,1,0,0,0.296085650105068
1987,0.5150249924678607,Apr,0.34535879287191,0,1,0,0,0.34535879287191
1988,0.5126974221140196,Apr,0.4274806974833134,0,1,0,0,0.4274806974833134
1989,0.5231714887063049,Apr,0.5534009512207984,0,1,0,0,0.5534009512207984
1990,0.5883434586138576,Apr,0.7942918714142481,0,1,0,0,0.7942918714142481
1991,0.6954116948905515,Apr,0.9530608869962947,0,1,0,0,0.9530608869962947
1992,0.769893946213469,Apr,0.9694852679185751,0,1,0,0,0.9694852679185751
1993,0.8164453532902924,Apr,0.8873633633071719,0,1,0,0,0.8873633633071719
1994,0.8548502641286715,Apr,0.9530608869962947,0,1,0,0,0.9530608869962947
1995,0.8536864789517511,Apr,0.9037877442294526,0,1,0,0,0.9037877442294526
1996,0.8187729236441335,Apr,0.8052414586957685,0,1,0,0,0.8052414586957685
1997,0.8245918495287364,Apr,0.8435650141810901,0,1,0,0,0.8435650141810901
1998,0.893255174967051,Apr,1.0406575852484579,0,1,0,0,1.0406575852484579
1999,0.9654098559361273,Apr,0.9913844424816161,0,1,0,0,0.9913844424816161
2000,1.032909396197521,Apr,1.0406575852484583,0,1,0,0,1.0406575852484583
2001,1.131831136235771,Apr,1.133729077141382,0,1,0,0,1.133729077141382
2002,1.2202788096817354,Apr,1.2651241245196272,0,1,0,0,1.2651241245196272
2003,1.2656664315816382,Apr,1.2213257753935454,0,1,0,0,1.2213257753935454
2004,1.320364334896906,Apr,1.380094790975592,0,1,0,0,1.380094790975592
2005,1.4146309342274732,Apr,1.4403175210239547,0,1,0,0,1.4403175210239547
2006,1.4984234669657555,Apr,1.4184183464609137,0,1,0,0,1.4184183464609137
2007,1.56708679240407,Apr,1.5169646319945977,0,1,0,0,1.5169646319945977
2008,1.6252760512500992,Apr,1.5114898383538373,0,1,0,0,1.5114898383538373
2009,1.6811377397422873,Apr,1.5114898383538373,0,1,0,0,1.5114898383538373
2010,1.7090685839883812,Apr,1.6100361238875214,0,1,0,0,1.6100361238875214
2011,1.720706435757587,Apr,1.7085824094212054,0,1,0,0,1.7085824094212054
2012,1.7276891468191107,Apr,1.6921580284989248,0,1,0,0,1.6921580284989248
2013,1.760275131772887,Apr,1.6866832348581642,0,1,0,0,1.6866832348581642
2014,1.7882059760189812,Apr,1.7961791076733686,0,1,0,0,1.7961791076733686
2015,1.8301022423881224,Apr,1.7414311712657664,0,1,0,0,1.7414311712657664
2016,1.9220412713648485,Apr,1.9877968850999765,0,1,0,0,1.9877968850999765
2017,2.0465662852953512,Apr,2.1027675515559414,0,1,0,0,2.1027675515559414
2018,2.1745826547566156,Apr,2.2943853289825493,0,1,0,0,2.2943853289825493
2019,2.318892016694768,Apr,2.4038812017977533,0,1,0,0,2.4038812017977533
2020,2.456218667571397,Apr,2.606448566505882,0,1,0,0,2.606448566505882
2021,2.5283733485404736,Apr,2.425780376360794,0,1,0,0,2.425780376360794
2022,2.5656144742019324,Apr,2.3655576463124324,0,1,0,0,2.3655576463124324
2023,2.6203123775172,Apr,2.425780376360794,0,1,0,0,2.425780376360794
2024,2.6831567770709115,Apr,2.590024185583601,0,1,0,0,2.590024185583601
1880,-0.6406136882142807,May,-0.4265871104752812,0,1,0,0,-0.4265871104752812
1881,-0.5824244293682513,May,-0.20759536484487237,0,1,0,0,-0.20759536484487237
1882,-0.556562536547794,May,-0.3170912376600768,0,1,0,0,-0.3170912376600768
1883,-0.5521175237192778,May,-0.3992131422714801,0,1,0,0,-0.3992131422714801
1884,-0.5663254010875166,May,-0.5360829832904856,0,1,0,0,-0.5360829832904856
1885,-0.5814546083874843,May,-0.7331755543578538,0,1,0,0,-0.7331755543578538
1886,-0.6454627931181164,May,-0.9028941572214206,0,1,0,0,-0.9028941572214206
1887,-0.7424448911948319,May,-0.9959656491143443,0,1,0,0,-0.9959656491143443
1888,-0.8326382424061773,May,-1.0178648236773853,0,1,0,0,-1.0178648236773853
1889,-0.8850085753676036,May,-0.8426714271730581,0,1,0,0,-0.8426714271730581
1890,-0.921085915852142,May,-0.8098226653284969,0,1,0,0,-0.8098226653284969
1891,-0.921085915852142,May,-0.7660243162024151,0,1,0,0,-0.7660243162024151
1892,-0.8815172198368421,May,-0.7222259670763332,0,1,0,0,-0.7222259670763332
1893,-0.8582415162984303,May,-0.787923490765456,0,1,0,0,-0.787923490765456
1894,-0.8791896494830008,May,-0.9521672999882624,0,1,0,0,-0.9521672999882624
1895,-0.8826810050137625,May,-0.88646977629914,0,1,0,0,-0.88646977629914
1896,-0.8838447901906831,May,-0.8809949826583797,0,1,0,0,-0.8809949826583797
1897,-0.8768620791291596,May,-0.7660243162024151,0,1,0,0,-0.7660243162024151
1898,-0.8489312348830655,May,-0.7495999352801342,0,1,0,0,-0.7495999352801342
1899,-0.7825954797985921,May,-0.7058015861540526,0,1,0,0,-0.7058015861540526
1900,-0.7150959395371982,May,-0.6017805069796082,0,1,0,0,-0.6017805069796082
1901,-0.6650531769296131,May,-0.6017805069796082,0,1,0,0,-0.6017805069796082
1902,-0.6534153251604071,May,-0.7714991098431752,0,1,0,0,-0.7714991098431752
1903,-0.6580704658680895,May,-0.8262470462507774,0,1,0,0,-0.8262470462507774
1904,-0.712768369183357,May,-0.9795412681920636,0,1,0,0,-0.9795412681920636
1905,-0.8047073981600833,May,-1.094511934648028,0,1,0,0,-1.094511934648028
1906,-0.8989739974906509,May,-1.1492598710556305,0,1,0,0,-1.1492598710556305
1907,-0.985094100582774,May,-1.2259069820262736,0,1,0,0,-1.2259069820262736
1908,-1.0653952777902944,May,-1.209482601103993,0,1,0,0,-1.209482601103993
1909,-1.1119466848671178,May,-1.2259069820262736,0,1,0,0,-1.2259069820262736
1910,-1.1573343067670208,May,-1.2532809502300746,0,1,0,0,-1.2532809502300746
1911,-1.221342491497653,May,-1.3956255848898405,0,1,0,0,-1.3956255848898405
1912,-1.271385254105238,May,-1.258755743870835,0,1,0,0,-1.258755743870835
1913,-1.3062988094128556,May,-1.2970792993561564,0,1,0,0,-1.2970792993561564
1914,-1.3016436687051733,May,-1.1164111092110691,0,1,0,0,-1.1164111092110691
1915,-1.243454409859144,May,-0.9576420936290229,0,1,0,0,-0.9576420936290229
1916,-1.1515153808824177,May,-0.8700453953768592,0,1,0,0,-0.8700453953768592
1917,-1.072377988851818,May,-1.0507135855219465,0,1,0,0,-1.0507135855219465
1918,-0.9967319523519798,May,-1.0397639982404259,0,1,0,0,-1.0397639982404259
1919,-0.9734562488135682,May,-1.0780875537257475,0,1,0,0,-1.0780875537257475
1920,-0.999059522705821,May,-1.1930582201817124,0,1,0,0,-1.1930582201817124
1921,-1.0118611596519476,May,-1.160209458337151,0,1,0,0,-1.160209458337151
1922,-0.9944043819981386,May,-1.039763998240426,0,1,0,0,-1.039763998240426
1923,-0.979275174698171,May,-0.9904908554735841,0,1,0,0,-0.9904908554735841
1924,-0.9490167600982358,May,-0.935742919065982,0,1,0,0,-0.935742919065982
1925,-0.8966464271368095,May,-0.9466925063475022,0,1,0,0,-0.9466925063475022
1926,-0.855913945944589,May,-0.9083689508621806,0,1,0,0,-0.9083689508621806
1927,-0.8268193165215746,May,-0.8700453953768592,0,1,0,0,-0.8700453953768592
1928,-0.7930695463908775,May,-0.8481462208138183,0,1,0,0,-0.8481462208138183
1929,-0.7709576280293863,May,-0.9521672999882627,0,1,0,0,-0.9521672999882627
1930,-0.7488457096678952,May,-0.9247933317844614,0,1,0,0,-0.9247933317844614
1931,-0.7348802875448481,May,-0.9083689508621808,0,1,0,0,-0.9083689508621808
1932,-0.7220786505987217,May,-0.864570601736099,0,1,0,0,-0.864570601736099
1933,-0.726733791306404,May,-0.8590958080953388,0,1,0,0,-0.8590958080953388
1934,-0.692984021175707,May,-0.7003267925132922,0,1,0,0,-0.7003267925132922
1935,-0.6708721028142159,May,-0.7277007607170934,0,1,0,0,-0.7277007607170934
1936,-0.6557428955142481,May,-0.7058015861540526,0,1,0,0,-0.7058015861540526
1937,-0.6324671919758366,May,-0.6346292688241696,0,1,0,0,-0.6346292688241696
1938,-0.5672952220682838,May,-0.5306081896497254,0,1,0,0,-0.5306081896497254
1939,-0.5184162446376193,May,-0.5032342214459243,0,1,0,0,-0.5032342214459243
1940,-0.42764100083781353,May,-0.2842424758155155,0,1,0,0,-0.2842424758155155
1941,-0.2926419203150256,May,-0.10904907931118837,0,1,0,0,-0.10904907931118837
1942,-0.16229798049992003,May,-0.021452381059024805,0,1,0,0,-0.021452381059024805
1943,-0.05406595904630558,May,0.06614431719313871,0,1,0,0,0.06614431719313871
1944,0.0681314845303559,May,0.19206457093062385,0,1,0,0,0.19206457093062385
1945,0.14959644691479687,May,0.1646906027268228,0,1,0,0,0.1646906027268228
1946,0.16356186903784395,May,0.03877034898933761,0,1,0,0,0.03877034898933761
1947,0.15657915797632038,May,-0.03240196834054526,0,1,0,0,-0.03240196834054526
1948,0.1158466767840999,May,-0.07072552382586682,0,1,0,0,-0.07072552382586682
1949,0.013433581215088374,May,-0.22949453940791323,0,1,0,0,-0.22949453940791323
1950,-0.11574657342309662,May,-0.32256603130083705,0,1,0,0,-0.32256603130083705
1951,-0.21583209863826694,May,-0.2897172694562757,0,1,0,0,-0.2897172694562757
1952,-0.3007884165534697,May,-0.29519206309703594,0,1,0,0,-0.29519206309703594
1953,-0.3403571125687696,May,-0.22949453940791323,0,1,0,0,-0.22949453940791323
1954,-0.3461760384533725,May,-0.2842424758155155,0,1,0,0,-0.2842424758155155
1955,-0.3182451942072785,May,-0.3335156185823575,0,1,0,0,-0.3335156185823575
1956,-0.30427977208423146,May,-0.4868098405236437,0,1,0,0,-0.4868098405236437
1957,-0.29031434996118444,May,-0.421112316834521,0,1,0,0,-0.421112316834521
1958,-0.3007884165534697,May,-0.4484862850383221,0,1,0,0,-0.4484862850383221
1959,-0.29031434996118444,May,-0.3170912376600768,0,1,0,0,-0.3170912376600768
1960,-0.2705300019535345,May,-0.2513937139709541,0,1,0,0,-0.2513937139709541
1961,-0.20768560239982287,May,-0.02692717469978505,0,1,0,0,-0.02692717469978505
1962,-0.15182391390763478,May,-0.10904907931118837,0,1,0,0,-0.10904907931118837
1963,-0.09479844023852607,May,-0.174746603000311,0,1,0,0,-0.174746603000311
1964,-0.08316058846932023,May,-0.3335156185823575,0,1,0,0,-0.3335156185823575
1965,-0.0936346550616055,May,-0.3554147931453983,0,1,0,0,-0.3554147931453983
1966,-0.14716877319995242,May,-0.4868098405236437,0,1,0,0,-0.4868098405236437
1967,-0.2041942468690611,May,-0.3882635549899596,0,1,0,0,-0.3882635549899596
1968,-0.2751851426612168,May,-0.4320619041160414,0,1,0,0,-0.4320619041160414
1969,-0.2903143499611844,May,-0.19664577756335191,0,1,0,0,-0.19664577756335191
1970,-0.27984028336889916,May,-0.14737263479650994,0,1,0,0,-0.14737263479650994
1971,-0.25772836500740803,May,-0.1090490793111884,0,1,0,0,-0.1090490793111884
1972,-0.22630616523055225,May,-0.19117098392259171,0,1,0,0,-0.19117098392259171
1973,-0.15182391390763478,May,0.011396380785536476,0,1,0,0,0.011396380785536476
1974,-0.12040171413077895,May,-0.10904907931118837,0,1,0,0,-0.10904907931118837
1975,-0.10992764753849368,May,-0.005028000136744165,0,1,0,0,-0.005028000136744165
1976,-0.09945358094620842,May,-0.0871499047481475,0,1,0,0,-0.0871499047481475
1977,-0.07268652187703496,May,0.1099426663192205,0,1,0,0,0.1099426663192205
1978,-0.0843243736462408,May,0.03329555534857738,0,1,0,0,0.03329555534857738
1979,-0.05522974422322616,May,0.07161911083389892,0,1,0,0,0.07161911083389892
1980,0.00994222568432664,May,0.1756401900083431,0,1,0,0,0.1756401900083431
1981,0.1263207433763852,May,0.41653111020179284,0,1,0,0,0.41653111020179284
1982,0.21825977235311145,May,0.33440920559038956,0,1,0,0,0.33440920559038956
1983,0.348603712168217,May,0.47127904660939507,0,1,0,0,0.47127904660939507
1984,0.4521805929141492,May,0.6355228558322017,0,1,0,0,0.6355228558322017
1985,0.5080422814063373,May,0.5205521893762372,0,1,0,0,0.5205521893762372
1986,0.49873199999097256,May,0.5041278084539564,0,1,0,0,0.5041278084539564
1987,0.5150249924678607,May,0.5424513639392781,0,1,0,0,0.5424513639392781
1988,0.5126974221140196,May,0.5971993003468802,0,1,0,0,0.5971993003468802
1989,0.5231714887063049,May,0.5096026020947166,0,1,0,0,0.5096026020947166
1990,0.5883434586138576,May,0.6793212049582835,0,1,0,0,0.6793212049582835
1991,0.6954116948905515,May,0.7504935222881665,0,1,0,0,0.7504935222881665
1992,0.769893946213469,May,0.7833422841327277,0,1,0,0,0.7833422841327277
1993,0.8164453532902924,May,0.695745585880564,0,1,0,0,0.695745585880564
1994,0.8548502641286715,May,0.7559683159289267,0,1,0,0,0.7559683159289267
1995,0.8536864789517511,May,0.6574220303952426,0,1,0,0,0.6574220303952426
1996,0.8187729236441335,May,0.6190984749099212,0,1,0,0,0.6190984749099212
1997,0.8245918495287364,May,0.6355228558322017,0,1,0,0,0.6355228558322017
1998,0.893255174967051,May,0.8545146014626106,0,1,0,0,0.8545146014626106
1999,0.9654098559361273,May,0.8435650141810901,0,1,0,0,0.8435650141810901
2000,1.032909396197521,May,0.8928381569479321,0,1,0,0,0.8928381569479321
2001,1.131831136235771,May,1.0625567598114989,0,1,0,0,1.0625567598114989
2002,1.2202788096817354,May,1.2268005690343056,0,1,0,0,1.2268005690343056
2003,1.2656664315816382,May,1.1884770135489842,0,1,0,0,1.1884770135489842
2004,1.320364334896906,May,1.2486997435973466,0,1,0,0,1.2486997435973466
2005,1.4146309342274732,May,1.396519171897873,0,1,0,0,1.396519171897873
2006,1.4984234669657555,May,1.34177123549027,0,1,0,0,1.34177123549027
2007,1.56708679240407,May,1.3636704100533112,0,1,0,0,1.3636704100533112
2008,1.6252760512500992,May,1.3034476800049488,0,1,0,0,1.3034476800049488
2009,1.6811377397422873,May,1.4567419019462353,0,1,0,0,1.4567419019462353
2010,1.7090685839883812,May,1.5279142192761181,0,1,0,0,1.5279142192761181
2011,1.720706435757587,May,1.5552881874799191,0,1,0,0,1.5552881874799191
2012,1.7276891468191107,May,1.6100361238875214,0,1,0,0,1.6100361238875214
2013,1.760275131772887,May,1.6647840602951236,0,1,0,0,1.6647840602951236
2014,1.7882059760189812,May,1.779754726751088,0,1,0,0,1.779754726751088
2015,1.8301022423881224,May,1.8016539013141293,0,1,0,0,1.8016539013141293
2016,1.9220412713648485,May,2.0370700278668186,0,1,0,0,2.0370700278668186
2017,2.0465662852953512,May,2.108242345196701,0,1,0,0,2.108242345196701
2018,2.1745826547566156,May,2.228687805293426,0,1,0,0,2.228687805293426
2019,2.318892016694768,May,2.228687805293426,0,1,0,0,2.228687805293426
2020,2.456218667571397,May,2.338183678108631,0,1,0,0,2.338183678108631
2021,2.5283733485404736,May,2.245112186215707,0,1,0,0,2.245112186215707
2022,2.5656144742019324,May,2.2067886307303857,0,1,0,0,2.2067886307303857
2023,2.6203123775172,May,2.2724861544195076,0,1,0,0,2.2724861544195076
2024,2.6831567770709115,May,2.436729963642315,0,1,0,0,2.436729963642315
1880,-0.6406136882142807,Jun,-0.7550747289208944,0,0,1,0,-0.7550747289208944
1881,-0.5824244293682513,Jun,-0.7140137766151929,0,0,1,0,-0.7140137766151929
1882,-0.556562536547794,Jun,-0.7368254167850271,0,0,1,0,-0.7368254167850271
1883,-0.5521175237192778,Jun,-0.64557885610569,0,0,1,0,-0.64557885610569
1884,-0.5663254010875166,Jun,-0.738650347998614,0,0,1,0,-0.738650347998614
1885,-0.5814546083874843,Jun,-0.8590958080953388,0,0,1,0,-0.8590958080953388
1886,-0.6454627931181164,Jun,-0.9466925063475023,0,0,1,0,-0.9466925063475023
1887,-0.7424448911948319,Jun,-0.9576420936290229,0,0,1,0,-0.9576420936290229
1888,-0.8326382424061773,Jun,-1.0069152363958647,0,0,1,0,-1.0069152363958647
1889,-0.8850085753676036,Jun,-0.8700453953768592,0,0,1,0,-0.8700453953768592
1890,-0.921085915852142,Jun,-0.7660243162024151,0,0,1,0,-0.7660243162024151
1891,-0.921085915852142,Jun,-0.6893772052317719,0,0,1,0,-0.6893772052317719
1892,-0.8815172198368421,Jun,-0.6729528243094911,0,0,1,0,-0.6729528243094911
1893,-0.8582415162984303,Jun,-0.716751173435573,0,0,1,0,-0.716751173435573
1894,-0.8791896494830008,Jun,-0.8864697762991397,0,0,1,0,-0.8864697762991397
1895,-0.8826810050137625,Jun,-0.864570601736099,0,0,1,0,-0.864570601736099
1896,-0.8838447901906831,Jun,-0.815297458969257,0,0,1,0,-0.815297458969257
1897,-0.8768620791291596,Jun,-0.7605495225616549,0,0,1,0,-0.7605495225616549
